Week,None,D0-D4,D1-D4,D2-D4,D3-D4,D4
2021-12-21,27.58,72.42,55.2,36.71,17.57,3.68
2021-12-28,26.51,73.49,55.29,36.26,14.01,1.9
2022-01-04,28.18,71.82,54.81,35.13,12.37,1.55
2022-01-11,39.92,60.08,45.96,29.53,9.6,1.03
2022-01-18,29.03,70.97,55.1,36.01,11.29,1.19
2022-01-25,29.13,70.87,55.2,36.39,12.21,1.32
2022-02-01,39.41,60.59,46.33,30.52,10.21,1.12
2022-02-08,40.34,59.66,46.5,29.58,9.46,1.12
2022-02-15,27.42,72.58,57.06,36.35,11.85,1.24
2022-02-22,38.52,61.48,48.19,30.32,10.17,1.03
2022-03-01,38.38,61.62,49.58,33.4,11.12,0.98
2022-03-08,24.87,75.13,61.11,41.83,14.95,2.04
2022-03-15,37.76,62.24,51.09,35.48,14.24,1.74
2022-03-22,39.74,60.26,48.83,34.15,13.82,1.47
2022-03-29,30.47,69.53,57.97,41.27,17.14,1.85
2022-04-05,30.71,69.29,57.3,43.22,17.51,2.13
2022-04-12,32.56,67.44,56.73,43.23,19.37,2.58
2022-04-19,44.84,55.16,46.35,35.96,16.91,2.36
2022-04-26,35.88,64.12,54.2,42.29,19.73,3.56
2022-05-03,36.11,63.89,53.77,40.48,18.52,4.16
2022-05-10,38.78,61.22,53.02,39.76,19.97,4.27
2022-05-17,46.57,53.43,43.98,33.38,18.07,4.82
2022-05-24,38.01,61.99,50.66,39.15,20.94,5.96
2022-05-31,41.58,58.42,49.3,36.98,20.14,5.52
2022-06-07,41.68,58.32,47.57,34.37,19.62,5.43
2022-06-14,42.78,57.22,44.54,32.76,19.63,5.59
2022-06-21,40.18,59.82,39.84,27.5,15.99,4.69
2022-06-28,31.35,68.65,47.73,32.86,17.57,3.87
2022-07-05,29.91,70.09,49.42,32.72,17.63,3.85
2022-07-12,31.28,68.72,50.61,32.25,17.2,4.67
2022-07-19,31.47,68.53,51.87,36.0,18.04,4.51
2022-07-26,39.59,60.41,43.61,31.0,16.39,3.71
2022-08-02,33.52,66.48,51.39,37.03,18.96,4.47
2022-08-09,44.53,55.47,41.97,30.32,15.56,3.6
2022-08-16,33.39,66.61,49.18,34.8,17.3,3.89
2022-08-23,35.62,64.38,46.91,32.76,14.71,2.59
2022-08-30,35.57,64.43,45.53,30.71,13.05,2.0
2022-09-06,36.28,63.72,44.02,28.95,11.42,1.73
2022-09-13,33.76,66.24,45.18,29.23,11.19,1.77
2022-09-20,42.08,57.92,41.02,24.93,9.77,1.87
2022-09-27,24.85,75.15,50.88,30.25,12.5,2.56
2022-10-04,35.17,64.83,44.04,27.15,11.45,2.24
2022-10-11,18.22,81.78,55.41,33.09,14.48,2.96
2022-10-18,17.77,82.23,59.35,34.42,14.68,3.05
2022-10-25,15.54,84.46,62.95,36.06,14.62,2.85
2022-11-01,14.72,85.28,62.78,36.35,14.44,2.97
2022-11-08,28.85,71.15,50.46,29.12,11.84,2.52
2022-11-15,31.47,68.53,49.41,27.52,11.65,2.37
2022-11-22,31.58,68.42,49.59,27.62,11.67,2.4
2022-11-29,20.25,79.75,57.51,32.15,13.01,2.78
2022-12-06,34.26,65.74,46.41,26.0,10.37,2.36
2022-12-13,22.38,77.62,53.2,30.12,11.28,2.36
2022-12-20,38.17,61.83,41.22,23.58,8.99,1.96
2022-12-27,25.95,74.05,49.65,28.22,10.76,2.34
2023-01-03,30.5,69.5,46.26,26.24,9.86,1.85
2023-01-10,44.32,55.68,36.78,20.1,7.02,1.5
2023-01-17,45.63,54.37,36.72,19.42,6.61,1.5
2023-01-24,47.25,52.75,36.0,18.13,6.25,1.48
2023-01-31,48.39,51.61,35.67,17.87,6.2,1.45
2023-02-07,49.5,50.5,34.99,16.39,5.29,1.48
2023-02-14,52.02,47.98,34.55,15.81,4.69,1.42
2023-02-21,51.98,48.02,34.7,15.26,4.57,1.37
2023-02-28,54.03,45.97,32.13,14.46,4.72,1.29
2023-03-07,54.13,45.87,31.45,13.98,4.43,1.27
2023-03-14,56.09,43.91,29.9,13.14,4.44,1.3
2023-03-21,55.97,44.03,28.86,12.26,4.15,1.45
2023-03-28,56.53,43.47,25.65,11.61,4.4,1.53
2023-04-04,56.86,43.14,23.63,11.21,4.54,1.6
2023-04-11,60.49,39.51,21.77,10.56,4.37,1.75
2023-04-18,61.08,38.92,21.61,10.42,4.63,1.87
2023-04-25,61.48,38.52,21.37,10.02,4.99,1.88
2023-05-02,61.6,38.4,20.42,9.82,5.13,1.51
2023-05-09,61.87,38.13,19.65,9.72,4.92,1.49
2023-05-16,58.64,41.36,20.35,9.51,4.32,1.46
2023-05-23,59.4,40.6,19.2,8.91,3.72,1.33
2023-05-30,49.95,50.05,18.95,8.14,3.28,1.24
2023-06-06,45.47,54.53,21.94,7.17,2.35,0.79
2023-06-13,45.53,54.47,24.98,6.9,2.17,0.72
2023-06-20,44.3,55.7,27.11,8.0,2.47,0.56
2023-06-27,46.52,53.48,27.0,9.26,2.59,0.58
2023-07-04,48.19,51.81,26.95,9.37,2.74,0.54
2023-07-11,51.3,48.7,26.87,9.44,2.58,0.39
2023-07-18,50.92,49.08,25.82,8.54,2.67,0.34
2023-07-25,49.62,50.38,27.13,9.78,2.62,0.26
2023-08-01,48.59,51.41,28.08,10.75,2.53,0.26
2023-08-08,48.93,51.07,30.46,11.68,2.75,0.23
2023-08-15,49.56,50.44,30.62,12.78,3.1,0.21
2023-08-22,56.68,43.32,27.52,14.58,4.82,1.0
2023-08-29,56.62,43.38,28.76,15.93,6.23,1.28
2023-09-05,56.21,43.79,30.2,18.27,7.52,1.65
2023-09-12,55.18,44.82,31.1,19.32,8.0,1.98
2023-09-19,53.18,46.82,31.71,19.63,9.44,2.52
2023-09-26,52.53,47.47,32.1,18.79,8.48,2.35
2023-10-03,41.68,58.32,40.06,23.19,9.99,2.94
2023-10-10,50.41,49.59,33.59,18.96,7.53,2.11
2023-10-17,51.02,48.98,33.22,18.92,7.28,2.1
2023-10-24,42.2,57.8,39.8,23.66,9.08,2.62
2023-10-31,54.37,45.63,30.68,17.65,6.62,1.82
2023-11-07,53.58,46.42,31.48,18.26,7.16,2.1
2023-11-14,44.25,55.75,37.45,21.46,8.99,2.76
2023-11-21,43.77,56.23,37.44,21.51,8.68,2.46
2023-11-28,44.23,55.77,36.05,20.34,7.8,2.13
2023-12-05,44.64,55.36,34.36,18.94,7.42,1.22
2023-12-12,53.01,46.99,28.05,15.34,5.29,0.91
2023-12-19,53.58,46.42,27.88,15.24,5.48,0.93
2023-12-26,54.5,45.5,27.07,13.99,5.38,0.97
2024-01-02,54.06,45.94,27.59,13.88,5.25,1.02
2024-01-09,55.14,44.86,26.71,12.78,4.51,0.68
2024-01-16,57.19,42.81,24.13,11.25,4.11,0.6
2024-01-23,50.17,49.83,27.38,13.0,4.45,0.69
2024-01-30,55.77,44.23,23.52,10.79,2.31,0.3
2024-02-06,64.98,35.02,17.79,7.73,1.63,0.23
2024-02-13,66.74,33.26,16.32,6.44,1.29,0.15
2024-02-20,65.29,34.71,16.62,6.39,1.21,0.12
2024-02-27,53.16,46.84,21.59,7.79,1.49,0.14
2024-03-05,60.25,39.75,18.32,6.54,1.27,0.12
2024-03-12,54.33,45.67,22.25,7.68,1.52,0.14
2024-03-19,55.88,44.12,21.21,6.89,1.43,0.14
2024-03-26,58.02,41.98,18.09,5.77,1.19,0.14
2024-04-02,65.53,34.47,15.12,4.61,0.99,0.12
2024-04-09,61.61,38.39,17.46,5.13,1.1,0.14
2024-04-16,61.38,38.62,17.9,5.2,1.07,0.14
2024-04-23,61.98,38.02,18.04,5.65,0.85,0.06
2024-04-30,68.36,31.64,14.23,4.83,0.71,0.05
2024-05-07,70.53,29.47,12.66,4.29,0.67,0.05
2024-05-14,73.61,26.39,11.71,4.07,0.68,0.05
2024-05-21,76.49,23.51,10.51,3.5,0.62,0.05
2024-05-28,77.44,22.56,10.5,3.54,0.6,0.05
2024-06-04,77.86,22.14,10.15,3.16,0.62,0.05
2024-06-11,70.89,29.11,11.77,3.36,0.71,0.02
2024-06-18,68.17,31.83,10.06,2.49,0.61,0.01
2024-06-25,60.79,39.21,13.63,2.43,0.6,0.01
2024-07-02,58.5,41.5,15.81,3.17,0.8,0.01
2024-07-09,58.57,41.43,16.44,4.04,0.94,0.01
2024-07-16,49.61,50.39,20.55,6.79,1.6,0.02
2024-07-23,52.29,47.71,19.97,6.27,1.43,0.07
2024-07-30,58.44,41.56,16.91,4.76,1.15,0.06
2024-08-06,55.35,44.65,18.22,5.09,1.19,0.17
2024-08-13,55.41,44.59,18.86,5.28,1.01,0.17
2024-08-20,52.79,47.21,20.1,6.11,1.48,0.17
2024-08-27,35.44,64.56,27.7,9.06,2.41,0.27
2024-09-03,44.78,55.22,25.24,7.2,1.91,0.28
2024-09-10,41.61,58.39,28.75,8.82,2.02,0.31
2024-09-17,29.74,70.26,35.59,10.74,2.75,0.44
2024-09-24,27.37,72.63,34.1,10.83,3.15,0.5
2024-10-01,29.35,70.65,31.5,9.29,2.73,0.5
2024-10-08,24.68,75.32,38.98,13.84,3.95,0.63
2024-10-15,22.5,77.5,45.02,17.65,4.75,0.63
2024-10-22,20.67,79.33,49.97,20.01,5.06,0.63
2024-10-29,12.84,87.16,54.08,27.58,6.52,0.63
2024-11-05,26.36,73.64,43.4,18.18,3.96,0.5
2024-11-12,30.52,69.48,41.67,17.16,4.12,0.56
2024-11-19,22.27,77.73,45.48,17.44,5.04,0.64
2024-11-26,38.14,61.86,34.66,13.67,4.11,0.5
2024-12-03,40.21,59.79,36.49,13.62,3.89,0.5
2024-12-10,26.83,73.17,43.98,15.87,4.86,0.56
2024-12-17,41.31,58.69,32.54,12.63,3.81,0.46
2024-12-24,30.09,69.91,39.59,15.31,4.65,0.56
2024-12-31,43.2,56.8,31.87,12.13,3.97,0.46
2025-01-07,45.14,54.86,30.86,12.36,3.98,0.46
2025-01-14,38.13,61.87,36.72,16.24,4.78,0.56
2025-01-21,46.96,53.04,31.5,13.85,4.54,0.46
2025-01-28,46.46,53.54,33.22,13.98,4.2,0.46
2025-02-04,30.73,69.27,42.38,17.64,6.96,0.66
2025-02-11,28.95,71.05,43.63,18.58,7.35,0.66
2025-02-18,32.6,67.4,39.97,17.38,7.14,0.66
2025-02-25,33.64,66.36,41.68,17.44,7.13,0.66
2025-03-04,41.85,58.15,37.25,15.73,6.01,0.88
2025-03-11,42.28,57.72,36.54,15.87,6.24,0.98
2025-03-18,42.12,57.88,37.09,16.77,6.53,1.35
2025-03-25,41.89,58.11,37.43,17.65,6.96,1.41
2025-04-01,42.55,57.45,36.32,17.74,6.92,1.41
2025-04-08,49.26,50.74,32.29,16.38,7.04,1.41
2025-04-15,41.7,58.3,38.81,19.88,8.51,2.22
2025-04-22,41.48,58.52,39.23,20.68,9.0,2.22
2025-04-29,43.92,56.08,36.99,19.54,9.37,2.07
2025-05-06,44.37,55.63,35.28,18.67,9.3,1.81
2025-05-13,53.73,46.27,27.92,15.25,7.18,1.56
2025-05-20,47.74,52.26,31.65,17.67,8.48,1.96
2025-05-27,49.3,50.7,31.05,17.35,8.21,1.92
2025-06-03,50.09,49.91,29.58,16.13,7.05,1.55
2025-06-10,59.95,40.05,25.12,12.62,5.15,1.11
2025-06-17,53.63,46.37,30.03,14.76,5.75,1.24
2025-06-24,50.69,49.31,30.66,15.35,5.76,1.24
2025-07-01,51.33,48.67,32.39,15.99,5.91,0.9
2025-07-08,51.92,48.08,31.07,15.96,5.64,0.75
2025-07-15,53.32,46.68,31.41,17.69,5.84,0.74
2025-07-22,54.35,45.65,31.38,17.36,5.43,0.38
2025-07-29,57.94,42.06,26.01,15.12,4.79,0.36
2025-08-05,55.44,44.56,29.85,17.95,5.93,0.38
2025-08-12,55.96,44.04,25.06,15.19,4.97,0.5
2025-08-19,54.91,45.09,26.77,16.47,5.59,0.48
2025-08-26,48.29,51.71,33.01,20.03,7.12,0.55
2025-09-02,49.98,50.02,29.13,17.45,5.75,0.26
2025-09-09,48.01,51.99,30.11,17.84,5.21,0.26
2025-09-16,33.63,66.37,40.81,23.07,6.02,0.29
2025-09-23,32.18,67.82,43.41,23.25,6.04,0.31
2025-09-30,30.21,69.79,42.98,23.33,5.56,0.3
2025-10-07,26.96,73.04,45.02,23.49,6.11,0.3
2025-10-14,37.96,62.04,38.22,19.21,4.54,0.16
2025-10-21,39.56,60.44,38.62,17.67,3.89,0.11
2025-10-28,42.0,58.0,36.55,17.58,3.49,0.08
2025-11-04,43.26,56.74,36.64,17.08,3.2,0.08
2025-11-11,43.02,56.98,37.24,16.6,3.12,0.01
2025-11-18,30.79,69.21,46.12,19.44,3.23,0.09
2025-11-25,32.39,67.61,43.06,17.12,2.76,0.2
2025-12-02,33.31,66.69,41.42,16.06,2.45,0.22
2025-12-09,44.5,55.5,33.81,12.55,1.6,0.03
2025-12-16,32.32,67.68,40.52,13.68,1.9,0.03
2025-12-23,40.01,59.99,34.75,11.83,1.7,0.04
2025-12-30,39.84,60.16,35.9,11.77,1.58,0.04
2026-01-06,29.74,70.26,44.82,15.7,1.91,0.05
2026-01-13,32.31,67.69,42.55,17.53,2.42,0.06
2026-01-20,31.0,69.0,44.01,18.91,3.08,0.11
2026-01-27,32.06,67.94,43.04,18.97,3.12,0.11
2026-02-03,29.51,70.49,44.53,19.54,3.61,0.11
2026-02-10,27.42,72.58,46.6,21.55,4.81,0.13
2026-02-17,34.95,65.05,40.8,18.87,5.01,0.12
2026-02-24,34.64,65.36,42.81,19.33,5.36,0.18
2026-03-03,23.0,77.0,54.88,24.66,6.92,0.36
2026-03-10,23.25,76.75,53.97,24.15,6.8,0.35
2026-03-17,34.06,65.94,45.81,20.96,5.75,0.38
2026-03-24,32.65,67.35,46.97,24.66,6.97,0.8
2026-03-31,30.26,69.74,50.07,28.98,12.22,1.64
2026-04-07,20.92,79.08,60.05,36.35,14.47,2.02
